"","itemid","test_name","fluid","category"
"462",50143,"NON FX","BLOOD","CHEMISTRY"
"463",50144,"OSMOLAL","BLOOD","CHEMISTRY"
"464",50146,"PHENOBARB","BLOOD","CHEMISTRY"
"465",50149,"POTASSIUM","BLOOD","CHEMISTRY"
"466",50154,"PTH","BLOOD","CHEMISTRY"
"467",50156,"QUINIDINE","BLOOD","CHEMISTRY"
"468",50157,"RED HOLD","BLOOD","CHEMISTRY"
"469",50158,"RHEU FACT","BLOOD","CHEMISTRY"
"470",50163,"T4","BLOOD","CHEMISTRY"
"471",50166,"THEOPHYL","BLOOD","CHEMISTRY"
"472",50169,"TOBRA","BLOOD","CHEMISTRY"
"473",50172,"TOTAL CO2","BLOOD","CHEMISTRY"
"474",50175,"TSH","BLOOD","CHEMISTRY"
"475",50176,"TUptake","BLOOD","CHEMISTRY"
"476",50179,"VALPROATE","BLOOD","CHEMISTRY"
"477",50184,"[Hgb]","BLOOD","CHEMISTRY"
"478",50186,"barbitrt","BLOOD","CHEMISTRY"
"479",50189,"cTropnT","BLOOD","CHEMISTRY"
"480",50194,"freepheny","BLOOD","CHEMISTRY"
"481",50196,"rapamycin","BLOOD","CHEMISTRY"
"482",50199,"<ALBUMIN>","CSF","CHEMISTRY"
"483",50203,"MISC","CSF","CHEMISTRY"
"484",50204,"PROTEIN","CSF","CHEMISTRY"
"485",50207,"CREAT","JOINT FLUID","CHEMISTRY"
"486",50210,"PROTEIN","JOINT FLUID","CHEMISTRY"
"487",50212,"AMYLASE","OTHER BODY FLUID","CHEMISTRY"
"488",50215,"CHOLEST","OTHER BODY FLUID","CHEMISTRY"
"489",50217,"GLUCOSE","OTHER BODY FLUID","CHEMISTRY"
"490",50219,"LIPASE","OTHER BODY FLUID","CHEMISTRY"
"491",50220,"MG","OTHER BODY FLUID","CHEMISTRY"
"492",50221,"MISC","OTHER BODY FLUID","CHEMISTRY"
"493",50222,"OSMOLAL","OTHER BODY FLUID","CHEMISTRY"
"494",50223,"PG","OTHER BODY FLUID","CHEMISTRY"
"495",50224,"PHOSPHATE","OTHER BODY FLUID","CHEMISTRY"
"496",50137,"LH","BLOOD","CHEMISTRY"
"497",50138,"LIPASE","BLOOD","CHEMISTRY"
"498",50140,"MAGNESIUM","BLOOD","CHEMISTRY"
"499",50141,"MB INDX","BLOOD","CHEMISTRY"
"500",50142,"NAPA","BLOOD","CHEMISTRY"
"501",50145,"PEP","BLOOD","CHEMISTRY"
"502",50147,"PHENYTOIN","BLOOD","CHEMISTRY"
"503",50148,"PHOSPHATE","BLOOD","CHEMISTRY"
"504",50151,"PROCAINMD","BLOOD","CHEMISTRY"
"505",50152,"PROLACTIN","BLOOD","CHEMISTRY"
"506",50153,"PSA","BLOOD","CHEMISTRY"
"507",50155,"Parietl","BLOOD","CHEMISTRY"
"508",50159,"SODIUM","BLOOD","CHEMISTRY"
"509",50161,"Smooth","BLOOD","CHEMISTRY"
"510",50162,"T3","BLOOD","CHEMISTRY"
"511",50164,"T4Index","BLOOD","CHEMISTRY"
"512",50165,"TESTOSTER","BLOOD","CHEMISTRY"
"513",50167,"THYROGLB","BLOOD","CHEMISTRY"
"514",50168,"TITER","BLOOD","CHEMISTRY"
"515",50170,"TOT BILI","BLOOD","CHEMISTRY"
"516",50171,"TOT PROT","BLOOD","CHEMISTRY"
"517",50173,"TRF","BLOOD","CHEMISTRY"
"518",50174,"TRIGLYCER","BLOOD","CHEMISTRY"
"519",50177,"UREA N","BLOOD","CHEMISTRY"
"520",50178,"URIC ACID","BLOOD","CHEMISTRY"
"521",50180,"VANCO","BLOOD","CHEMISTRY"
"522",50181,"VIT B12","BLOOD","CHEMISTRY"
"523",50183,"[A1c]","BLOOD","CHEMISTRY"
"524",50185,"b2micro","BLOOD","CHEMISTRY"
"525",50187,"bnzodzpn","BLOOD","CHEMISTRY"
"526",50188,"cTropnI","BLOOD","CHEMISTRY"
"527",50190,"calTIBC","BLOOD","CHEMISTRY"
"528",50191,"calcTBG","BLOOD","CHEMISTRY"
"529",50192,"dsDNA","BLOOD","CHEMISTRY"
"530",50193,"estGFR","BLOOD","CHEMISTRY"
"531",50195,"proBNP","BLOOD","CHEMISTRY"
"532",50197,"tTG-IgA","BLOOD","CHEMISTRY"
"533",50198,"tricyclic","BLOOD","CHEMISTRY"
"534",50200,"CSF-PEP","CSF","CHEMISTRY"
"535",50201,"GLUCOSE","CSF","CHEMISTRY"
"536",50202,"LD(LDH)","CSF","CHEMISTRY"
"537",50205,"TOT BILI","CSF","CHEMISTRY"
"538",50206,"AMYLASE","JOINT FLUID","CHEMISTRY"
"539",50208,"GLUCOSE","JOINT FLUID","CHEMISTRY"
"540",50209,"LD(LDH)","JOINT FLUID","CHEMISTRY"
"541",50211,"ALBUMIN","OTHER BODY FLUID","CHEMISTRY"
"542",50213,"CALCIUM","OTHER BODY FLUID","CHEMISTRY"
"543",50214,"CHLORIDE","OTHER BODY FLUID","CHEMISTRY"
"544",50216,"CREAT","OTHER BODY FLUID","CHEMISTRY"
"545",50218,"LD(LDH)","OTHER BODY FLUID","CHEMISTRY"
"546",50239,"CREAT","PLEURAL","CHEMISTRY"
"547",50240,"GLUCOSE","PLEURAL","CHEMISTRY"
"548",50241,"LD(LDH)","PLEURAL","CHEMISTRY"
"549",50246,"TOT PROT","PLEURAL","CHEMISTRY"
"550",50248,"CHLORIDE","STOOL","CHEMISTRY"
"551",50249,"CO2","STOOL","CHEMISTRY"
"552",50251,"POTASSIUM","STOOL","CHEMISTRY"
"553",50253,"24Ca++","URINE","CHEMISTRY"
"554",50254,"24Creat","URINE","CHEMISTRY"
"555",50256,"<COLLECT>","URINE","CHEMISTRY"
"556",50260,"AMY/CREAT","URINE","CHEMISTRY"
"557",50261,"AMYLASE","URINE","CHEMISTRY"
"558",50263,"CHLORIDE","URINE","CHEMISTRY"
"559",50265,"CREAT CLR","URINE","CHEMISTRY"
"560",50268,"HOURS","URINE","CHEMISTRY"
"561",50269,"IFE","URINE","CHEMISTRY"
"562",50271,"MYOGLOBIN","URINE","CHEMISTRY"
"563",50272,"OSMOLAL","URINE","CHEMISTRY"
"564",50274,"PORPHOBIL","URINE","CHEMISTRY"
"565",50275,"POTASSIUM","URINE","CHEMISTRY"
"566",50277,"SODIUM","URINE","CHEMISTRY"
"567",50278,"TOT PROT","URINE","CHEMISTRY"
"568",50280,"U-PEP","URINE","CHEMISTRY"
"569",50281,"UCG","URINE","CHEMISTRY"
"570",50283,"UREA N","URINE","CHEMISTRY"
"571",50287,"alb/CREA","URINE","CHEMISTRY"
"572",50288,"albumin","URINE","CHEMISTRY"
"573",50290,"barbitrt","URINE","CHEMISTRY"
"574",50291,"bnzodzpn","URINE","CHEMISTRY"
"575",50293,"ethanol","URINE","CHEMISTRY"
"576",50295,"mthdone","URINE","CHEMISTRY"
"577",50296,"opiates","URINE","CHEMISTRY"
"578",50298,"ATYPS","ASCITES","HEMATOLOGY"
"579",50301,"EOS","ASCITES","HEMATOLOGY"
"580",50303,"LYMPHS","ASCITES","HEMATOLOGY"
"581",50304,"MACROPHAG","ASCITES","HEMATOLOGY"
"582",50307,"MONOS","ASCITES","HEMATOLOGY"
"583",50311,"PLASMA","ASCITES","HEMATOLOGY"
"584",50313,"RBC","ASCITES","HEMATOLOGY"
"585",50314,"WBC","ASCITES","HEMATOLOGY"
"586",50316," WBC","BLOOD","HEMATOLOGY"
"587",50317,"ABS CD3","BLOOD","HEMATOLOGY"
"588",50319,"ABS CD8","BLOOD","HEMATOLOGY"
"589",50320,"ABS LYMPH","BLOOD","HEMATOLOGY"
"590",50322,"ACA IgG","BLOOD","HEMATOLOGY"
"591",50323,"ACA IgM","BLOOD","HEMATOLOGY"
"592",50324,"ACANTHOCY","BLOOD","HEMATOLOGY"
"593",50330,"AT III","BLOOD","HEMATOLOGY"
"594",50332,"BANDS","BLOOD","HEMATOLOGY"
"595",50333,"BASOS","BLOOD","HEMATOLOGY"
"596",50334,"BITE","BLOOD","HEMATOLOGY"
"597",50337,"BURR","BLOOD","HEMATOLOGY"
"598",50339,"CD117","BLOOD","HEMATOLOGY"
"599",50340,"CD11c","BLOOD","HEMATOLOGY"
"600",50342,"CD138","BLOOD","HEMATOLOGY"
"601",50343,"CD14","BLOOD","HEMATOLOGY"
"602",50345,"CD16","BLOOD","HEMATOLOGY"
"603",50346,"CD16/56","BLOOD","HEMATOLOGY"
"604",50348,"CD2","BLOOD","HEMATOLOGY"
"605",50350,"CD22","BLOOD","HEMATOLOGY"
"606",50351,"CD23","BLOOD","HEMATOLOGY"
"607",50353,"CD33","BLOOD","HEMATOLOGY"
"608",50354,"CD34","BLOOD","HEMATOLOGY"
"609",50356,"CD4","BLOOD","HEMATOLOGY"
"610",50357,"CD4/CD8","BLOOD","HEMATOLOGY"
"611",50359,"CD45","BLOOD","HEMATOLOGY"
"612",50361,"CD55","BLOOD","HEMATOLOGY"
"613",50362,"CD56","BLOOD","HEMATOLOGY"
"614",50364,"CD64","BLOOD","HEMATOLOGY"
"615",50365,"CD7","BLOOD","HEMATOLOGY"
"616",50367,"CD8","BLOOD","HEMATOLOGY"
"617",50371,"ELLIPTOCY","BLOOD","HEMATOLOGY"
"618",50374,"EOS CT","BLOOD","HEMATOLOGY"
"619",50376,"FDP","BLOOD","HEMATOLOGY"
"620",50378,"FIBRINOGE","BLOOD","HEMATOLOGY"
"621",50380,"FRAGMENT","BLOOD","HEMATOLOGY"
"622",50381,"GLYCO A","BLOOD","HEMATOLOGY"
"623",50383,"HCT","BLOOD","HEMATOLOGY"
"624",50384,"HEINZ","BLOOD","HEMATOLOGY"
"625",50385,"HEPARIN","BLOOD","HEMATOLOGY"
"626",50387,"HGB A","BLOOD","HEMATOLOGY"
"627",50389,"HGB C","BLOOD","HEMATOLOGY"
"628",50390,"HGB F","BLOOD","HEMATOLOGY"
"629",50392,"HLA-DR","BLOOD","HEMATOLOGY"
"630",50393,"HOS","BLOOD","HEMATOLOGY"
"631",50394,"HOW-JOL","BLOOD","HEMATOLOGY"
"632",50396,"HYPOCHROM","BLOOD","HEMATOLOGY"
"633",50397,"II","BLOOD","HEMATOLOGY"
"634",50401,"IX","BLOOD","HEMATOLOGY"
"635",50404,"LAP","BLOOD","HEMATOLOGY"
"636",50405,"LMWH","BLOOD","HEMATOLOGY"
"637",50408,"LYMPHS","BLOOD","HEMATOLOGY"
"638",50409,"MACROCYT","BLOOD","HEMATOLOGY"
"639",50410,"MACROOVAL","BLOOD","HEMATOLOGY"
"640",50412,"MCHC","BLOOD","HEMATOLOGY"
"641",50413,"MCV","BLOOD","HEMATOLOGY"
"642",50415,"MICROCYT","BLOOD","HEMATOLOGY"
"643",50417,"MONOS","BLOOD","HEMATOLOGY"
"644",50418,"MYELOS","BLOOD","HEMATOLOGY"
"645",50419,"NEUTS","BLOOD","HEMATOLOGY"
"646",50421,"OS FRAG","BLOOD","HEMATOLOGY"
"647",50423,"OVALOCYT","BLOOD","HEMATOLOGY"
"648",50424,"PAPPENHEI","BLOOD","HEMATOLOGY"
"649",50426,"PENCIL","BLOOD","HEMATOLOGY"
"650",50428,"PLT COUNT","BLOOD","HEMATOLOGY"
"651",50442,"RBC","BLOOD","HEMATOLOGY"
"652",50444,"RDW","BLOOD","HEMATOLOGY"
"653",50446,"REPTLAS","BLOOD","HEMATOLOGY"
"654",50447,"RET AUT","BLOOD","HEMATOLOGY"
"655",50450,"SCHISTOCY","BLOOD","HEMATOLOGY"
"656",50452,"SERUM VIS","BLOOD","HEMATOLOGY"
"657",50453,"SICKLE","BLOOD","HEMATOLOGY"
"658",50455,"SPHEROCYT","BLOOD","HEMATOLOGY"
"659",50456,"STIPPLED","BLOOD","HEMATOLOGY"
"660",50458,"TARGET","BLOOD","HEMATOLOGY"
"661",50459,"TEARDROP","BLOOD","HEMATOLOGY"
"662",50460,"THROMBN","BLOOD","HEMATOLOGY"
"663",50461,"V","BLOOD","HEMATOLOGY"
"664",50462,"VII","BLOOD","HEMATOLOGY"
"665",50464,"VIII INH","BLOOD","HEMATOLOGY"
"666",50465,"VWF AG","BLOOD","HEMATOLOGY"
"667",50466,"VWF CO","BLOOD","HEMATOLOGY"
"668",50470,"XI","BLOOD","HEMATOLOGY"
"669",50471,"XII","BLOOD","HEMATOLOGY"
"670",50472,"XIII","BLOOD","HEMATOLOGY"
"671",50475,"CD103","BONE MARROW","HEMATOLOGY"
"672",50476,"CD117","BONE MARROW","HEMATOLOGY"
"673",50478,"CD13","BONE MARROW","HEMATOLOGY"
"674",50480,"CD15","BONE MARROW","HEMATOLOGY"
"675",50482,"CD16/56","BONE MARROW","HEMATOLOGY"
"676",50484,"CD2","BONE MARROW","HEMATOLOGY"
"677",50486,"CD23","BONE MARROW","HEMATOLOGY"
"678",50488,"CD33","BONE MARROW","HEMATOLOGY"
"679",50490,"CD4","BONE MARROW","HEMATOLOGY"
"680",50491,"CD41","BONE MARROW","HEMATOLOGY"
"681",50493,"CD5","BONE MARROW","HEMATOLOGY"
"682",50496,"CD59","BONE MARROW","HEMATOLOGY"
"683",50497,"CD64","BONE MARROW","HEMATOLOGY"
"684",50500,"CD8","BONE MARROW","HEMATOLOGY"
"685",50502,"GLYCO A","BONE MARROW","HEMATOLOGY"
"686",50505,"IRON","BONE MARROW","HEMATOLOGY"
"687",50508,"WRIGHT-G","BONE MARROW","HEMATOLOGY"
"688",50510,"BANDS","CSF","HEMATOLOGY"
"689",50511,"BASOS","CSF","HEMATOLOGY"
"690",50512,"BLASTS","CSF","HEMATOLOGY"
"691",50514,"HCT","CSF","HEMATOLOGY"
"692",50515,"HYPERSEG","CSF","HEMATOLOGY"
"693",50516,"LYMPHS","CSF","HEMATOLOGY"
"694",50518,"MESOTHELI","CSF","HEMATOLOGY"
"695",50519,"METAS","CSF","HEMATOLOGY"
"696",50520,"MONOS","CSF","HEMATOLOGY"
"697",50522,"NUC RBCS","CSF","HEMATOLOGY"
"698",50524,"PLASMA","CSF","HEMATOLOGY"
"699",50525,"POLYS","CSF","HEMATOLOGY"
"700",50527,"WBC","CSF","HEMATOLOGY"
"701",50529,"ATYPS","JOINT FLUID","HEMATOLOGY"
"702",50531,"BASOS","JOINT FLUID","HEMATOLOGY"
"703",50534,"EOS","JOINT FLUID","HEMATOLOGY"
"704",50538,"MACROPHAG","JOINT FLUID","HEMATOLOGY"
"705",50539,"MESOTHELI","JOINT FLUID","HEMATOLOGY"
"706",50542,"NUC RBCS","JOINT FLUID","HEMATOLOGY"
"707",50545,"POLYS","JOINT FLUID","HEMATOLOGY"
"708",50548,"WBC","JOINT FLUID","HEMATOLOGY"
"709",50550,"BANDS","OTHER BODY FLUID","HEMATOLOGY"
"710",50551,"BASOS","OTHER BODY FLUID","HEMATOLOGY"
"711",50553,"CD117","OTHER BODY FLUID","HEMATOLOGY"
"712",50555,"CD13","OTHER BODY FLUID","HEMATOLOGY"
"713",50557,"CD14","OTHER BODY FLUID","HEMATOLOGY"
